locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHNFMJIF_00789	CDS	1401				hypothetical protein
BHNFMJIF_00790	CDS	624				hypothetical protein
BHNFMJIF_00791	CDS	2091				hypothetical protein
BHNFMJIF_00792	CDS	261				hypothetical protein
BHNFMJIF_00793	CDS	846	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
BHNFMJIF_00794	CDS	369	yccF		COG3304	Inner membrane protein YccF
BHNFMJIF_00795	CDS	867				hypothetical protein
BHNFMJIF_00796	CDS	1644	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
BHNFMJIF_00797	CDS	249				hypothetical protein
BHNFMJIF_00798	CDS	558				hypothetical protein
BHNFMJIF_00799	CDS	1818	glaB	3.2.1.-	COG5434	Alpha-1,3-galactosidase B
BHNFMJIF_00800	CDS	2871				hypothetical protein
BHNFMJIF_00801	CDS	318				hypothetical protein
BHNFMJIF_00802	CDS	1929				hypothetical protein
BHNFMJIF_00803	CDS	2205	hppA1	7.2.3.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump 1
BHNFMJIF_00804	CDS	1782				hypothetical protein
BHNFMJIF_00805	tRNA	80				tRNA-Phe(gaa)
BHNFMJIF_00806	CDS	417				hypothetical protein
BHNFMJIF_00807	CDS	1302		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
BHNFMJIF_00808	CDS	1308	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
BHNFMJIF_00809	CDS	582				hypothetical protein
BHNFMJIF_00810	CDS	1617				hypothetical protein
BHNFMJIF_00811	CDS	762	yafV	3.5.1.3	COG0388	Omega-amidase YafV
BHNFMJIF_00812	CDS	687				hypothetical protein
BHNFMJIF_00813	CDS	3366	mfd	3.6.4.-		Transcription-repair-coupling factor
BHNFMJIF_00814	CDS	1185				hypothetical protein
BHNFMJIF_00815	CDS	2178				hypothetical protein
BHNFMJIF_00816	CDS	822				hypothetical protein
BHNFMJIF_00817	CDS	1701	aspT_2			Aspartate/alanine antiporter
BHNFMJIF_00818	CDS	1641	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
BHNFMJIF_00819	CDS	1398				hypothetical protein
BHNFMJIF_00820	CDS	489				hypothetical protein
BHNFMJIF_00821	CDS	639				hypothetical protein
BHNFMJIF_00822	CDS	627				hypothetical protein
BHNFMJIF_00823	CDS	750	ppm1	2.4.1.-	COG0463	Polyprenol monophosphomannose synthase
BHNFMJIF_00824	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
BHNFMJIF_00825	CDS	888	metH_2	2.1.1.13	COG0646	Methionine synthase
BHNFMJIF_00826	CDS	1161				hypothetical protein
BHNFMJIF_00827	CDS	759				hypothetical protein
BHNFMJIF_00828	CDS	678				hypothetical protein
BHNFMJIF_00829	CDS	2166	dpp7_1	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
BHNFMJIF_00830	CDS	2187	dpp7_2	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
BHNFMJIF_00831	CDS	318				hypothetical protein
BHNFMJIF_00832	CDS	297				hypothetical protein
BHNFMJIF_00833	CDS	1812	ruvB_1	3.6.4.-		Holliday junction branch migration complex subunit RuvB
BHNFMJIF_00834	CDS	405				hypothetical protein
BHNFMJIF_00835	CDS	159				hypothetical protein
BHNFMJIF_00836	CDS	144				hypothetical protein
BHNFMJIF_00837	CDS	1137			COG2885	Outer membrane protein 41
BHNFMJIF_00838	CDS	681				hypothetical protein
BHNFMJIF_00839	CDS	849				hypothetical protein
BHNFMJIF_00840	CDS	3582				hypothetical protein
BHNFMJIF_00841	CDS	1254				hypothetical protein
BHNFMJIF_00842	CDS	969	mfa2			Minor fimbrium anchoring subunit Mfa2
BHNFMJIF_00843	CDS	1536				hypothetical protein
BHNFMJIF_00844	CDS	1449				hypothetical protein
BHNFMJIF_00845	CDS	597				hypothetical protein
BHNFMJIF_00846	CDS	390				hypothetical protein
BHNFMJIF_00847	CDS	1254				hypothetical protein
BHNFMJIF_00848	CDS	453				hypothetical protein
BHNFMJIF_00849	tRNA	89				tRNA-Ser(gga)
BHNFMJIF_00850	CDS	456	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
BHNFMJIF_00851	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BHNFMJIF_00852	CDS	687				queuosine precursor transporter
BHNFMJIF_00853	CDS	1236	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
BHNFMJIF_00854	CDS	912				hypothetical protein
BHNFMJIF_00855	CDS	921	arcA	3.5.3.6		Arginine deiminase
BHNFMJIF_00856	CDS	645	nth	4.2.99.18	COG0177	Endonuclease III
BHNFMJIF_00857	CDS	777	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
BHNFMJIF_00858	CDS	1014	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
BHNFMJIF_00859	CDS	861				hypothetical protein
BHNFMJIF_00860	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BHNFMJIF_00861	CDS	1197	norA			Quinolone resistance protein NorA
BHNFMJIF_00862	CDS	1143				hypothetical protein
BHNFMJIF_00863	CDS	594				hypothetical protein
BHNFMJIF_00864	CDS	984	menF_2	5.4.4.2		Isochorismate synthase MenF
BHNFMJIF_00865	CDS	153				hypothetical protein
BHNFMJIF_00866	CDS	2034				hypothetical protein
BHNFMJIF_00867	CDS	1002	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
BHNFMJIF_00868	CDS	957				hypothetical protein
BHNFMJIF_00869	CDS	2634				hypothetical protein
BHNFMJIF_00870	CDS	1590			COG0702	SusD-like protein P2
BHNFMJIF_00871	CDS	3000			COG4771	TonB-dependent receptor P3
BHNFMJIF_00872	CDS	3951	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_00873	CDS	1134	mro_3	5.1.3.3		Aldose 1-epimerase
BHNFMJIF_00874	CDS	1815	lacZ_5	3.2.1.23		Beta-galactosidase
BHNFMJIF_00875	CDS	1179	resA_4			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_00876	CDS	1377	resA_5			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_00877	CDS	1392				hypothetical protein
BHNFMJIF_00878	CDS	3495			COG4771	TonB-dependent receptor P39
BHNFMJIF_00879	CDS	1080				hypothetical protein
BHNFMJIF_00880	CDS	1005				hypothetical protein
BHNFMJIF_00881	CDS	351				hypothetical protein
BHNFMJIF_00882	CDS	513				hypothetical protein
BHNFMJIF_00883	tRNA	76				tRNA-His(gtg)
BHNFMJIF_00884	CDS	1074				hypothetical protein
BHNFMJIF_00885	CDS	3960	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_00886	CDS	1977		3.2.1.22	COG4948	Retaining alpha-galactosidase
BHNFMJIF_00887	CDS	1479				hypothetical protein
BHNFMJIF_00888	CDS	2010				hypothetical protein
BHNFMJIF_00889	CDS	1635			COG0702	SusD-like protein P2
BHNFMJIF_00890	CDS	3102			COG4771	TonB-dependent receptor P3
BHNFMJIF_00891	CDS	1929		3.2.1.22	COG4948	Retaining alpha-galactosidase
BHNFMJIF_00892	CDS	882	folD		COG0190	Bifunctional protein FolD protein
BHNFMJIF_00893	CDS	1323	ffh	3.6.5.4	COG0541	Signal recognition particle protein
BHNFMJIF_00894	CDS	1323	mdtK_1			Multidrug resistance protein MdtK
BHNFMJIF_00895	CDS	1356				hypothetical protein
BHNFMJIF_00896	CDS	561				hypothetical protein
BHNFMJIF_00897	CDS	1092				hypothetical protein
BHNFMJIF_00898	CDS	2424				hypothetical protein
BHNFMJIF_00899	CDS	831				hypothetical protein
BHNFMJIF_00900	CDS	1215				hypothetical protein
BHNFMJIF_00901	CDS	1254	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BHNFMJIF_00902	CDS	927				hypothetical protein
BHNFMJIF_00903	CDS	3417			COG1629	TonB-dependent receptor P26
BHNFMJIF_00904	CDS	1614				hypothetical protein
BHNFMJIF_00905	CDS	1182				hypothetical protein
BHNFMJIF_00906	CDS	1491				hypothetical protein
BHNFMJIF_00907	CDS	561				hypothetical protein
BHNFMJIF_00908	CDS	996	resA_6			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_00909	CDS	1749				hypothetical protein
BHNFMJIF_00910	CDS	330				hypothetical protein
BHNFMJIF_00911	CDS	600				hypothetical protein
BHNFMJIF_00912	CDS	690				hypothetical protein
BHNFMJIF_00913	CDS	4476				hypothetical protein
BHNFMJIF_00914	CDS	2157	cirA_1		COG4771	Colicin I receptor
BHNFMJIF_00915	CDS	627				hypothetical protein
BHNFMJIF_00916	CDS	468				hypothetical protein
BHNFMJIF_00917	CDS	174				hypothetical protein
BHNFMJIF_00918	CDS	234				hypothetical protein
BHNFMJIF_00919	CDS	909				hypothetical protein
BHNFMJIF_00920	CDS	2799				hypothetical protein
BHNFMJIF_00921	CDS	1191	pal			Peptidoglycan-associated lipoprotein
BHNFMJIF_00922	tRNA	86				tRNA-Ser(tga)
BHNFMJIF_00923	CDS	1752	rhaR_2			HTH-type transcriptional activator RhaR
BHNFMJIF_00924	CDS	2034	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
BHNFMJIF_00925	CDS	1296				hypothetical protein
BHNFMJIF_00926	CDS	279				hypothetical protein
BHNFMJIF_00927	CDS	3960	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_00928	CDS	648				hypothetical protein
BHNFMJIF_00929	CDS	1401	alsT		COG1115	Amino-acid carrier protein AlsT
BHNFMJIF_00930	CDS	627				hypothetical protein
BHNFMJIF_00931	CDS	594				hypothetical protein
BHNFMJIF_00932	tRNA	74				tRNA-Trp(cca)
BHNFMJIF_00933	CDS	546	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
BHNFMJIF_00934	CDS	333	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
BHNFMJIF_00935	CDS	462				hypothetical protein
BHNFMJIF_00936	CDS	294				hypothetical protein
BHNFMJIF_00937	CDS	294				hypothetical protein
BHNFMJIF_00938	CDS	1536	rny_1	3.1.-.-	COG1418	Ribonuclease Y
BHNFMJIF_00939	CDS	801				hypothetical protein
BHNFMJIF_00940	CDS	855				hypothetical protein
BHNFMJIF_00941	CDS	1392	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
BHNFMJIF_00942	CDS	1248	pepE_1	3.4.22.-	COG3579	Aminopeptidase E
BHNFMJIF_00943	CDS	1773	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
BHNFMJIF_00944	CDS	1896	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
BHNFMJIF_00945	CDS	2205		3.2.1.169	COG3525	O-GlcNAcase
BHNFMJIF_00946	CDS	951	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
BHNFMJIF_00947	CDS	1002			COG0628	Putative transport protein
BHNFMJIF_00948	CDS	1176	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
BHNFMJIF_00949	CDS	531			COG0693	Protein ppBat
BHNFMJIF_00950	CDS	357				hypothetical protein
BHNFMJIF_00951	CDS	843	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
BHNFMJIF_00952	CDS	1185	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
BHNFMJIF_00953	CDS	1068	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
BHNFMJIF_00954	CDS	1710				hypothetical protein
BHNFMJIF_00955	CDS	747	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
BHNFMJIF_00956	CDS	240				hypothetical protein
BHNFMJIF_00957	CDS	774				hypothetical protein
BHNFMJIF_00958	CDS	174				hypothetical protein
BHNFMJIF_00959	CDS	972	estD	3.1.1.1	COG1073	Esterase EstD
BHNFMJIF_00960	CDS	2022	btuB_4			Vitamin B12 transporter BtuB
BHNFMJIF_00961	CDS	1143				hypothetical protein
BHNFMJIF_00962	CDS	342				hypothetical protein
BHNFMJIF_00963	CDS	1128				hypothetical protein
BHNFMJIF_00964	CDS	1032	btuC		COG4139	Vitamin B12 import system permease protein BtuC
BHNFMJIF_00965	CDS	1008	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHNFMJIF_00966	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
BHNFMJIF_00967	CDS	1212				hypothetical protein
BHNFMJIF_00968	CDS	2433	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
BHNFMJIF_00969	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
BHNFMJIF_00970	CDS	651				hypothetical protein
BHNFMJIF_00971	CDS	1644				hypothetical protein
BHNFMJIF_00972	CDS	621				hypothetical protein
BHNFMJIF_00973	CDS	2424	btuB_5			Vitamin B12 transporter BtuB
BHNFMJIF_00974	CDS	963				hypothetical protein
BHNFMJIF_00975	CDS	1830	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
BHNFMJIF_00976	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
BHNFMJIF_00977	CDS	1563		3.2.1.-	COG0673	Glycosyl hydrolase family 109 protein 1
BHNFMJIF_00978	CDS	729				hypothetical protein
BHNFMJIF_00979	CDS	696				hypothetical protein
BHNFMJIF_00980	CDS	1170				hypothetical protein
BHNFMJIF_00981	CDS	3084	czcA			Cobalt-zinc-cadmium resistance protein CzcA
BHNFMJIF_00982	CDS	1260	mdtA_1			Multidrug resistance protein MdtA
BHNFMJIF_00983	CDS	504				hypothetical protein
BHNFMJIF_00984	CDS	2013	pepO	3.4.24.-	COG3590	Neutral endopeptidase
BHNFMJIF_00985	CDS	1944	yheS_1		COG0488	putative ATP-binding protein YheS
BHNFMJIF_00986	CDS	309				hypothetical protein
BHNFMJIF_00987	CDS	120				hypothetical protein
BHNFMJIF_00988	CDS	321				hypothetical protein
BHNFMJIF_00989	CDS	471	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
BHNFMJIF_00990	CDS	204				hypothetical protein
BHNFMJIF_00991	CDS	852				hypothetical protein
BHNFMJIF_00992	CDS	1509				hypothetical protein
BHNFMJIF_00993	CDS	3222				hypothetical protein
BHNFMJIF_00994	CDS	165				hypothetical protein
BHNFMJIF_00995	CDS	1272	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
BHNFMJIF_00996	CDS	492	perR_2		COG0735	Peroxide-responsive repressor PerR
BHNFMJIF_00997	CDS	669				hypothetical protein
BHNFMJIF_00998	CDS	2013				hypothetical protein
BHNFMJIF_00999	CDS	468				hypothetical protein
BHNFMJIF_01000	CDS	1818	recQ_1	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
BHNFMJIF_01001	CDS	855	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
BHNFMJIF_01002	CDS	486	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
BHNFMJIF_01003	CDS	1146	resA_7			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_01004	CDS	1062	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
BHNFMJIF_01005	CDS	1548	cimA	2.3.3.21		(R)-citramalate synthase CimA
BHNFMJIF_01006	CDS	597	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
BHNFMJIF_01007	CDS	1383	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BHNFMJIF_01008	CDS	1497	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
BHNFMJIF_01009	rRNA	111				5S ribosomal RNA
BHNFMJIF_01010	rRNA	2888				23S ribosomal RNA
BHNFMJIF_01011	tRNA	75				tRNA-Ala(tgc)
BHNFMJIF_01012	tRNA	75				tRNA-Ile(gat)
BHNFMJIF_01013	CDS	951				hypothetical protein
BHNFMJIF_01014	CDS	2001	recD2_1	5.6.2.3		ATP-dependent RecD2 DNA helicase
BHNFMJIF_01015	CDS	615	yciO		COG0009	putative protein YciO
BHNFMJIF_01016	CDS	834	mscS_1		COG0668	Small-conductance mechanosensitive channel
BHNFMJIF_01017	CDS	1188	fprA1	1.6.3.4	COG0426	Flavo-diiron protein FprA1
BHNFMJIF_01018	CDS	927				hypothetical protein
BHNFMJIF_01019	CDS	2202	ptpA_1	3.4.14.12	COG0823	Prolyl tripeptidyl peptidase
BHNFMJIF_01020	CDS	855	lipA	2.8.1.8	COG0320	Lipoyl synthase
BHNFMJIF_01021	CDS	990				hypothetical protein
BHNFMJIF_01022	CDS	708	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
BHNFMJIF_01023	CDS	1002				hypothetical protein
BHNFMJIF_01024	CDS	858	fabI	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BHNFMJIF_01025	CDS	1620	pehX	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
BHNFMJIF_01026	CDS	1215				hypothetical protein
BHNFMJIF_01027	CDS	1665		3.2.1.-	COG3507	Beta-xylosidase
BHNFMJIF_01028	CDS	603				hypothetical protein
BHNFMJIF_01029	CDS	1161				hypothetical protein
BHNFMJIF_01030	CDS	3318			COG4771	TonB-dependent receptor P3
BHNFMJIF_01031	CDS	1491				hypothetical protein
BHNFMJIF_01032	CDS	1167	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
BHNFMJIF_01033	CDS	1350	resA_8			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_01034	CDS	1236	mmdB_2	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit beta
BHNFMJIF_01035	CDS	1863	oadA	7.2.4.2		Oxaloacetate decarboxylase alpha chain
BHNFMJIF_01036	CDS	252	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
BHNFMJIF_01037	CDS	135				hypothetical protein
BHNFMJIF_01038	CDS	501	albA	1.3.3.13		Albonoursin synthase
BHNFMJIF_01039	CDS	654	indB	3.-.-.-	COG0546	putative phosphatase IndB
BHNFMJIF_01040	CDS	441				hypothetical protein
BHNFMJIF_01041	CDS	996				hypothetical protein
BHNFMJIF_01042	CDS	822				hypothetical protein
BHNFMJIF_01043	CDS	927				hypothetical protein
BHNFMJIF_01044	CDS	861				hypothetical protein
BHNFMJIF_01045	CDS	1224	nox	1.8.1.20		4,4'-dithiodibutanoate disulfide reductase
BHNFMJIF_01046	CDS	765				hypothetical protein
BHNFMJIF_01047	CDS	462	argA	2.3.1.1		Amino-acid acetyltransferase
BHNFMJIF_01048	CDS	1656				IS1182 family transposase ISBthe2
BHNFMJIF_01049	CDS	2058				hypothetical protein
BHNFMJIF_01050	CDS	3225				hypothetical protein
BHNFMJIF_01051	CDS	234				hypothetical protein
BHNFMJIF_01052	CDS	156				hypothetical protein
BHNFMJIF_01053	CDS	255				hypothetical protein
BHNFMJIF_01054	CDS	1344	gltA	2.3.3.16	COG0372	Citrate synthase
BHNFMJIF_01055	CDS	1146	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
BHNFMJIF_01056	CDS	2244	acnD	4.2.1.117	COG1048	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
BHNFMJIF_01057	CDS	1893				hypothetical protein
BHNFMJIF_01058	CDS	372				hypothetical protein
BHNFMJIF_01059	CDS	867				hypothetical protein
BHNFMJIF_01060	CDS	2142	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
BHNFMJIF_01061	CDS	1428	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
BHNFMJIF_01062	CDS	708				hypothetical protein
BHNFMJIF_01063	CDS	549	sigW_4		COG1595	ECF RNA polymerase sigma factor SigW
BHNFMJIF_01064	CDS	330				hypothetical protein
BHNFMJIF_01065	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
BHNFMJIF_01066	CDS	495	folA	1.5.1.3		Dihydrofolate reductase
BHNFMJIF_01067	CDS	477	asnC_1		COG1522	Regulatory protein AsnC
BHNFMJIF_01068	CDS	1386				hypothetical protein
BHNFMJIF_01069	CDS	537				hypothetical protein
BHNFMJIF_01070	CDS	216				hypothetical protein
BHNFMJIF_01071	CDS	465				hypothetical protein
BHNFMJIF_01072	CDS	591				hypothetical protein
BHNFMJIF_01073	CDS	462				hypothetical protein
BHNFMJIF_01074	CDS	774	tolQ_1			Tol-Pal system protein TolQ
BHNFMJIF_01075	tRNA	89				tRNA-Ser(gga)
BHNFMJIF_01076	CDS	774	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
BHNFMJIF_01077	CDS	978		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
BHNFMJIF_01078	CDS	684				hypothetical protein
BHNFMJIF_01079	CDS	690	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
BHNFMJIF_01080	CDS	867	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BHNFMJIF_01081	CDS	981	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
BHNFMJIF_01082	CDS	1098		3.6.-.-	COG1703	putative GTPase
BHNFMJIF_01083	CDS	1077				hypothetical protein
BHNFMJIF_01084	CDS	432				hypothetical protein
BHNFMJIF_01085	CDS	5679				hypothetical protein
BHNFMJIF_01086	CDS	984				hypothetical protein
BHNFMJIF_01087	CDS	2151				hypothetical protein
BHNFMJIF_01088	CDS	1200				hypothetical protein
BHNFMJIF_01089	CDS	2316				hypothetical protein
BHNFMJIF_01090	CDS	252				hypothetical protein
BHNFMJIF_01091	CDS	321				hypothetical protein
BHNFMJIF_01092	CDS	1743				hypothetical protein
BHNFMJIF_01093	CDS	468	guaD	3.5.4.3	COG0590	Guanine deaminase
BHNFMJIF_01094	CDS	1461	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BHNFMJIF_01095	CDS	1005				hypothetical protein
BHNFMJIF_01096	CDS	843	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BHNFMJIF_01097	CDS	1341	mgtE		COG2239	Magnesium transporter MgtE
BHNFMJIF_01098	CDS	1809				hypothetical protein
BHNFMJIF_01099	tRNA	72				tRNA-Gln(ctg)
BHNFMJIF_01100	CDS	360	rsfS		COG0799	Ribosomal silencing factor RsfS
BHNFMJIF_01101	CDS	1971	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
BHNFMJIF_01102	CDS	840				hypothetical protein
BHNFMJIF_01103	CDS	735				hypothetical protein
BHNFMJIF_01104	CDS	1140	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
BHNFMJIF_01105	CDS	774	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
BHNFMJIF_01106	CDS	768	soj	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
BHNFMJIF_01107	CDS	897	parB		COG1475	putative chromosome-partitioning protein ParB
BHNFMJIF_01108	CDS	708				hypothetical protein
BHNFMJIF_01109	CDS	1263				hypothetical protein
BHNFMJIF_01110	CDS	2271	relA_2	2.7.6.5	COG0317	GTP pyrophosphokinase
BHNFMJIF_01111	CDS	348				hypothetical protein
BHNFMJIF_01112	CDS	969				hypothetical protein
BHNFMJIF_01113	CDS	2616	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BHNFMJIF_01114	CDS	1419	recD2_2	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
BHNFMJIF_01115	CDS	687				hypothetical protein
BHNFMJIF_01116	CDS	825				hypothetical protein
BHNFMJIF_01117	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BHNFMJIF_01118	CDS	1437	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
BHNFMJIF_01119	CDS	2898				hypothetical protein
BHNFMJIF_01120	CDS	405				hypothetical protein
BHNFMJIF_01121	CDS	1062	aroB	4.2.3.4		3-dehydroquinate synthase
BHNFMJIF_01122	CDS	861	rhaS_1			HTH-type transcriptional activator RhaS
BHNFMJIF_01123	tRNA	76				tRNA-Pro(ggg)
BHNFMJIF_01124	CDS	1065	dinB	2.7.7.7	COG0389	DNA polymerase IV
BHNFMJIF_01125	CDS	789				hypothetical protein
BHNFMJIF_01126	CDS	762	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BHNFMJIF_01127	CDS	1053	fbaB_1	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
BHNFMJIF_01128	CDS	1227	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
BHNFMJIF_01129	CDS	420				hypothetical protein
BHNFMJIF_01130	CDS	852	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
BHNFMJIF_01131	CDS	429	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BHNFMJIF_01132	CDS	216				hypothetical protein
BHNFMJIF_01133	CDS	1560				hypothetical protein
BHNFMJIF_01134	CDS	336				hypothetical protein
BHNFMJIF_01135	CDS	315				Thioredoxin C-1
BHNFMJIF_01136	CDS	3798	dnaE	2.7.7.7		DNA polymerase III subunit alpha
BHNFMJIF_01137	CDS	687	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
BHNFMJIF_01138	CDS	708				hypothetical protein
BHNFMJIF_01139	CDS	303				hypothetical protein
BHNFMJIF_01140	CDS	435	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
BHNFMJIF_01141	CDS	276				hypothetical protein
BHNFMJIF_01142	CDS	366				hypothetical protein
BHNFMJIF_01143	CDS	357	yjbR		COG2315	putative protein YjbR
BHNFMJIF_01144	CDS	768	birA	6.3.4.15		Bifunctional ligase/repressor BirA
BHNFMJIF_01145	CDS	1440				hypothetical protein
BHNFMJIF_01146	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
BHNFMJIF_01147	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
BHNFMJIF_01148	CDS	1239	yteR_2	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
BHNFMJIF_01149	CDS	2109				hypothetical protein
BHNFMJIF_01150	CDS	3258				hypothetical protein
BHNFMJIF_01151	CDS	519	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BHNFMJIF_01152	CDS	1581				hypothetical protein
BHNFMJIF_01153	CDS	561	frr		COG0233	Ribosome-recycling factor
BHNFMJIF_01154	CDS	90				hypothetical protein
BHNFMJIF_01155	CDS	933	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
BHNFMJIF_01156	CDS	1020				hypothetical protein
BHNFMJIF_01157	CDS	1077	srpA_1			Solvent efflux pump periplasmic linker SrpA
BHNFMJIF_01158	CDS	3036	bepE_1			Efflux pump membrane transporter BepE
BHNFMJIF_01159	CDS	1320				hypothetical protein
BHNFMJIF_01160	CDS	1659	bcaP		COG0531	Branched-chain amino acid permease BcaP
BHNFMJIF_01161	CDS	2154				hypothetical protein
BHNFMJIF_01162	CDS	1644	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
BHNFMJIF_01163	CDS	1908	cocE	3.1.1.84		Cocaine esterase
BHNFMJIF_01164	CDS	1986				hypothetical protein
BHNFMJIF_01165	CDS	1254	hflX			GTPase HflX
BHNFMJIF_01166	CDS	1587				hypothetical protein
BHNFMJIF_01167	CDS	2973			COG4771	TonB-dependent receptor P3
BHNFMJIF_01168	CDS	1497				hypothetical protein
